Name,Url,Description,Chains,Twitter,TVL,Chain TVLs,Category
ApolloX,https://www.apollox.com/en/APX,"ApolloX Finance is a decentralized crypto trading exchange. Unlike the common Automated Market Makers model (AMM) which is adopted by other decentralized exchanges, ApolloX Finance adopts the order book model, which supports both spot and futures trading. By using off-chain order books and on-chain settlement, its protocol aims to create an efficient, fair and trustless financial market that is not controlled by any centralized organization.","['Binance', 'Ethereum', 'Arbitrum', 'zkSync Era']",ApolloX_com,42209851.38156762,"{'pool2': 1662971.272445204, 'Binance-pool2': 1662971.272445204, 'Binance': 36366640.360377066, 'Ethereum': 2930033.3922652155, 'zkSync Era': 134772.85862508, 'Binance-staking': 6120357.75169006, 'Arbitrum': 2778404.7703002607, 'staking': 6120357.75169006}",Derivatives
KyberSwap Elastic,https://kyberswap.com/#/swap,KyberSwap is both a decentralized exchange (DEX) aggregator and a liquidity source with capital-efficient liquidity pools that earns fees for liquidity providers,"['Arbitrum', 'Optimism', 'Polygon', 'Linea', 'Ethereum', 'Binance', 'Avalanche', 'Fantom', 'Cronos']",KyberNetwork,42169297.30402483,"{'Optimism': 11666096.397883544, 'Cronos': 3167.990375550315, 'Binance': 1149554.578602369, 'Ethereum': 1995813.5532872607, 'Linea': 2870712.9400238465, 'Avalanche': 1032095.2548940117, 'Polygon': 7385907.943241782, 'Arbitrum': 16028978.91375388, 'Fantom': 36969.731962582286}",Dexes
Equilibria,https://equilibria.fi/home,"Equilibria Finance is a platform made for $PENDLE holders and liquidity providers, aiming to optimize profits through a tokenized version of vePENDLE, ePENDLE. It capitalizes on Pendle Finance's veToken/boosted yield model to enhance yields and reward PENDLE holders.","['Ethereum', 'Arbitrum']",Equilibriafi,39657545.60556168,"{'Ethereum': 28497135.51074673, 'Ethereum-staking': 0, 'Arbitrum': 11160410.094814952, 'staking': 0}",Yield
DxSale,https://dx.app,"With currently 16 supported chains, Dx is the biggest IDO Launchpad in the crypto space. As a truly decentralized token management platform, we aim for a low-barrier approach to launching your project. Instead of a steep learning curve and cumbersome interfaces, our platform will provide all the necessary tools to create and launch your project with no prior coding skills required. Of course, you can also use our platform if you're just here to invest in a project you deem interesting. This will be the first decision you will face","['Binance', 'Ethereum', 'Arbitrum', 'Polygon', 'Fantom', 'Avalanche', 'CORE', 'Heco', 'Kucoin', 'Celo', 'OKExChain', 'Cronos', 'Bitgert', 'Milkomeda', 'Dogechain', 'Harmony', 'Dexit', 'Moonriver', 'xDai', 'smartBCH']",dxsale,39446360.43701388,"{'Dexit': 0, 'Moonriver': 0, 'Harmony': 0.11387920112961276, 'Bitgert': 19.987212082328, 'Binance': 35184399.99181381, 'Dogechain': 1.0345537421120001, 'Ethereum': 2662959.7625040566, 'xDai': 0, 'Heco': 14483.22077532056, 'Avalanche': 60878.94954131825, 'Celo': 3755.4602942239944, 'Arbitrum': 733342.9817073555, 'CORE': 45077.25527714181, 'Fantom': 300267.04339326185, 'Cronos': 675.693873854319, 'OKExChain': 1018.9864358170236, 'Milkomeda': 5.349436604921887, 'Kucoin': 9839.462645219835, 'smartBCH': 0, 'Polygon': 429635.14367087267}",Launchpad
Gains Network,https://gainsnetwork.io,Gains Network is building the decentralized finance ecosystem of the future. Our goal is to build the most advanced and optimised suite of DeFi products in the space.,"['Arbitrum', 'Polygon']",GainsNetwork_io,35849098.68640721,"{'pool2': 104312.05249786752, 'Polygon-pool2': 104312.05249786752, 'Arbitrum-staking': 56671877.74539733, 'Polygon': 8508326.289953291, 'Polygon-staking': 16001892.12617534, 'Arbitrum': 27340772.396453913, 'staking': 72673769.87157267}",Derivatives
pNetwork,https://p.network,The pNetwork is a decentralized network of validators contributing to the verification of crypto asset switches across blockchains,"['Binance', 'Ultra', 'Ethereum', 'Polygon', 'EOS', 'LBRY', 'Telos', 'Algorand', 'Arbitrum']",pNetworkDeFi,34919182.930151515,"{'EOS': 2947714.554625344, 'Binance': 13817504.944521936, 'Ethereum': 6164000.2417271035, 'Ultra': 6695743.029806879, 'Algorand': 59043.343374288, 'Polygon': 3070537.2762553436, 'Telos': 121326.034099536, 'Arbitrum': 14355.838708848, 'LBRY': 2028957.66703224}",Bridge
ApeX Protocol,https://www.apex.exchange/,"ApeX, an innovative derivatives protocol to provide Web3 users with a supreme derivatives trading experience.","['Ethereum', 'Arbitrum']",OfficialApeXdex,33972128.486639,"{'Ethereum': 33972128.486639, 'Arbitrum': 0}",Derivatives
GMX V2,https://gmx.io,"GMX is a decentralized spot and perpetual exchange that supports low swap fees and zero price impact trades. Trading is supported by a unique multi-asset pool that earns liquidity providers fees from market making, swap fees, leverage trading (spreads, funding fees & liquidations) and asset rebalancing.","['Arbitrum', 'Avalanche']",GMX_IO,33638239.1539656,"{'Avalanche': 2350385.245252907, 'Arbitrum': 31287853.908712693}",Derivatives
QiDao,https://app.mai.finance,"QiDao is a way for you to keep your crypto and still be able to spend its value. That means you're able to borrow stablecoins without having to sell your crypto assets, and do so at 0% interest!","['Polygon', 'Optimism', 'Ethereum', 'Base', 'Arbitrum', 'Fantom', 'Metis', 'Avalanche', 'Binance', 'xDai', 'Moonbeam', 'Moonriver', 'Harmony']",QiDaoProtocol,33043822.972672112,"{'Optimism': 5851067.912736112, 'Metis': 635336.2861555078, 'Moonriver': 0, 'Harmony': 0, 'Base': 2441437.230273069, 'Moonbeam': 6663.447330280552, 'Binance': 168594.45803555028, 'Ethereum': 5701799.206482411, 'xDai': 50587.73139685762, 'Avalanche': 230839.64427440136, 'Polygon': 16037822.266812759, 'Arbitrum': 1165243.851989618, 'Fantom': 754430.9371855435}",CDP
DODO,https://dodoex.io/,Trade crypto assets with market-leading liquidity,"['Ethereum', 'Binance', 'Arbitrum', 'Polygon', 'Aurora']",BreederDodo,32048534.072476245,"{'Binance': 11634870.567572689, 'Ethereum': 13981681.371944247, 'Aurora': 63290.787955379834, 'Polygon': 3009882.7729776865, 'Arbitrum': 3358808.572026246}",Dexes
Wombat Exchange,https://www.wombat.exchange/,Hyper efficient multi-chain stableswap. #BNB and beyond.,"['Binance', 'Arbitrum', 'Ethereum']",WombatExchange,30908976.567270987,"{'Arbitrum-staking': 681730.8235450813, 'Binance': 24000518.421825368, 'Ethereum': 1971654.4773981285, 'Binance-staking': 2486350.105228868, 'Ethereum-staking': 0, 'Arbitrum': 4936803.668047491, 'staking': 3168080.928773949}",Dexes
dForce,https://dforce.network/,dForce network is an ecosystem of protocols aiming to be a full stack solution for DeFi.,"['Arbitrum', 'Optimism', 'Binance', 'Ethereum', 'Conflux', 'Polygon', 'Kava', 'Avalanche']",dForcenet,30177936.007774122,"{'Optimism': 6554347.609553286, 'Kava': 0, 'Binance': 6408364.347786838, 'Ethereum': 5219073.144986728, 'Avalanche': 0, 'Ethereum-staking': 4125369.6489076815, 'Ethereum-borrowed': 3666723.4370238506, 'Conflux': 1523690.8941688125, 'Arbitrum': 9987221.337663043, 'Conflux-borrowed': 200586.50893826524, 'borrowed': 13710485.568600705, 'staking': 4125369.6489076815, 'Arbitrum-borrowed': 4055999.8787301052, 'Polygon-borrowed': 1569256.30327564, 'Binance-borrowed': 2855748.9958201745, 'Optimism-borrowed': 1362170.444812671, 'Polygon': 485238.6736154129, 'Kava-borrowed': 0, 'Avalanche-borrowed': 0}",Lending
Gravita Protocol,https://www.gravitaprotocol.com/,Gravita Protocol is an ETH-centric Borrowing Protocol for LSTs and Yield-Generating assets. GRAI is the debt token of the platform. Our motto is: fuelling decentralization. You cannot resist the pull of Gravita!,"['Ethereum', 'Arbitrum']",gravitaprotocol,30152844.937934402,"{'Ethereum': 28945896.000913, 'Arbitrum': 1206948.9370213998}",CDP
Solv Protocol V3,https://solv.finance/,"Solv Finance is a liquidity platform that bridges the gap between asset managers and investors, enabling efficient capital allocation in a reliable and transparent marketplace","['Ethereum', 'Binance', 'Arbitrum', 'Mantle']",SolvProtocol,28452780.774310805,"{'Binance': 4996185, 'Ethereum': 19340414.89231, 'Mantle': 14.938593149999999, 'Arbitrum': 4116165.943407654}",Uncollateralized Lending
Angle,https://app.angle.money,"Angle is an over-collateralized, decentralized and capital-efficient stablecoin protocol. It is based on two smart contract modules. Angle Core module allows to mint agEUR from any token at face value, open perpetuals on collateral/stablecoin pairs, or deposit tokens to earn yield. Angle Borrowing module allows to borrow or get leverage with agEUR from tokens deposited as collateral. Angle is governed by veANGLE holders.","['Ethereum', 'Arbitrum', 'Polygon', 'Optimism', 'Avalanche', 'Binance', 'xDai', 'Celo']",AngleProtocol,27513489.650484756,"{'Optimism': 373938.33601826895, 'Binance': 114.0663662693031, 'Ethereum': 26301425.761130124, 'xDai': 0, 'Avalanche': 169.8612822839198, 'Ethereum-staking': 4338912.799725253, 'Polygon': 392975.71330887, 'Celo': 0, 'Arbitrum': 444865.9123789383, 'staking': 4338912.799725253}",CDP
B.Protocol,https://app.bprotocol.org/,B.Protocol makes lending platforms more secure by eliminating the gas wars and shifting the miner’s profit to the users.,"['Ethereum', 'Fantom', 'Arbitrum', 'Polygon']",bprotocoleth,27398941.36491488,"{'Ethereum': 27319082.866562825, 'Polygon': 98.86194534731717, 'Arbitrum': 11358.807839962297, 'Fantom': 68400.82856674523}",Lending
Jones DAO,https://jonesdao.io,"Jones DAO is a yield, strategy, and liquidity protocol for options, with vaults that enable 1-click access to institutional-grade options strategies while unlocking liquidity and capital efficiency for DeFi options with yield-bearing options-backed asset tokens.","['Arbitrum', 'Ethereum']",DAOJonesOptions,24665035.955878675,"{'pool2': 235545.52289852983, 'Arbitrum-staking': 2193682.1604506015, 'Ethereum': 2542300.07067973, 'Arbitrum': 22122735.885198943, 'Arbitrum-pool2': 235545.52289852983, 'staking': 2193682.1604506015}",Yield Aggregator
Badger DAO,https://badger.com/,BadgerDAO is a decentralized collective of builders supporting community driven growth for Bitcoin across DeFi.,"['Ethereum', 'Arbitrum', 'Fantom', 'Polygon', 'Binance']",BadgerDAO,22928007.74,"{'Binance': 0, 'Ethereum': 22403891.48, 'Polygon': 732.22, 'Arbitrum': 519654.18000000005, 'Fantom': 3729.8600000000006}",Yield Aggregator
ParaSpace Lending V1,https://para.space,"ParaSpace is a permissionless universal, cross-margin NFT lending protocol that enables users to collateralize both ERC-721 and ERC-20 assets into a single portfolio to borrow against.","['Ethereum', 'Arbitrum', 'zkSync Era', 'Polygon', 'Moonbeam']",ParaSpace_NFT,22482184.78494616,"{'Moonbeam-borrowed': 0.1850401106926547, 'Arbitrum-borrowed': 53068.49547101607, 'Polygon-borrowed': 0, 'Moonbeam': 103.5846044140411, 'Ethereum': 21166749.859056767, 'zkSync Era': 495729.89913438115, 'Polygon': 1003.6151019266872, 'Ethereum-borrowed': 7694692.004779319, 'zkSync Era-borrowed': 248146.79275656882, 'Arbitrum': 818597.8270486712, 'borrowed': 7995907.478047015}",Lending
HMX,https://hmx.org/arbitrum," HMX (previous perp88) is a next-gen decentralized perpetual exchange with a cross-margin and multi-asset collateral support on Arbitrum, offering up to 1,000x leverage various asset classes. Additionally, HMX also supports the leveraged market making feature, which allows market makers to maximize their real yields generated from protocol revenue of both HMX and GMX, while also offering multiple LP protection mechanisms, such as a velocity-based funding fee and adaptive pricing, to protect market makers from undue risks.","['Arbitrum', 'Polygon']",HMXorg,22208608.00688419,"{'Polygon': 624467.6672764842, 'Arbitrum': 21584140.33960771}",Derivatives
Overnight USD+,https://app.overnight.fi/stats,USD+ is USDC that pays yield daily via rebase. USD+ stablecoin can be instantly minted and redeemed to USDC 1:1. USD+ includes 3 components:1.Pegged to USDC 1:12.Yield generating 3.Insurance (soon),"['Base', 'Optimism', 'Arbitrum', 'Binance', 'zkSync Era', 'Polygon', 'Linea']",overnight_fi,21074753.16752586,"{'Optimism': 5744314.134400586, 'Base': 12062344.07992853, 'Binance': 653985.7002081767, 'zkSync Era': 641676.094543, 'Linea': 476.149562158, 'Polygon': 242094.174704, 'Arbitrum': 1729862.8341794093}",CDP
SmarDex,https://smardex.io,SMARDEX sophisticated fine-tuned algorithm transforms impermanent loss to impermanent gain!,"['Ethereum', 'Arbitrum', 'Base', 'Binance', 'Polygon']",SmarDex,19936083.390779987,"{'Base': 2378595.0933185243, 'Binance': 2150373.538415754, 'Ethereum': 8424429.827421151, 'Ethereum-staking': 47499396.860337675, 'Polygon': 1103558.1947648018, 'Arbitrum': 5879126.7368597565, 'staking': 47499396.860337675}",Dexes
Yield Yak Aggregator,https://yieldyak.com,Yield Yak Aggregator is an easy-to-use tool to earn more yield from defi farming on the Avalanche network.,"['Avalanche', 'Arbitrum']",yieldyak_,19843022.133623723,"{'Avalanche': 19595599.84722376, 'Avalanche-staking': 2277310.5548748598, 'Arbitrum': 247422.28639996497, 'staking': 2277310.5548748598}",Yield Aggregator
Dopex,https://www.dopex.io,Dopex is a maximum liquidity and minimal exposure options protocol,"['Arbitrum', 'Binance', 'Avalanche', 'Ethereum']",dopex_io,19482629.501559637,"{'pool2': 249227.22274433204, 'Arbitrum-staking': 59941.8070327732, 'Ethereum-pool2': 19101.58329683503, 'Binance': 455.4582964130283, 'Ethereum': 0, 'Avalanche': 146.16, 'Arbitrum': 19482027.883263223, 'Arbitrum-pool2': 230125.63944749703, 'staking': 59941.8070327732}",Options
ACryptoS,https://app-v2.acryptos.com/,"Advanced Crypto Strategies, Yield Optimizer and StableSwap on BSC.","['Binance', 'Optimism', 'Kava', 'Ethereum', 'Base', 'Polygon', 'Arbitrum', 'Fantom', 'Cronos', 'Moonbeam', 'Avalanche', 'Astar', 'xDai', 'Moonriver', 'Harmony', 'Canto']",acryptosdao,19382194.21348644,"{'Optimism': 5934799.67015706, 'Kava': 1089948.62418093, 'Cronos': 138679.04709078002, 'Moonriver': 10878.77315796, 'Harmony': 10021.138033230001, 'Base': 485382.4703847, 'Moonbeam': 121374.68040432001, 'Binance': 9612689.17767462, 'Ethereum': 889783.40686071, 'xDai': 37532.8405755, 'Astar': 63377.895740730004, 'Avalanche': 78063.88177713001, 'Polygon': 436392.84800859005, 'Arbitrum': 323938.1464635, 'Fantom': 147899.44655406, 'Canto': 1432.16642262}",Yield Aggregator
iZiSwap,https://izumi.finance/trade/swap,A next-generation DEX on BNB Chain to maximize capital efficiency with the innovative Discretized-Liquidity-AMM model,"['Mantle', 'zkSync Era', 'Linea', 'Aurora', 'Binance', 'Arbitrum', 'OntologyEVM', 'Meter', 'Ultron', 'Polygon', 'Cronos', 'Ethereum']",izumi_Finance,18712756.60816602,"{'OntologyEVM': 8621.426068903997, 'Ultron': 728.1469196098717, 'Cronos': 2.040654627111298, 'Mantle': 10315861.787795635, 'Meter': 1143.1013455900222, 'Binance': 181153.83855382443, 'Ethereum': 0, 'zkSync Era': 6485316.3903964665, 'Aurora': 324280.58150320646, 'Linea': 1384666.7995310146, 'Polygon': 313.79904089297384, 'Arbitrum': 10668.69635624977}",Dexes
Level Finance,https://app.level.finance,Level Finance - Decentralized Perpetual Exchange.,"['Binance', 'Arbitrum']",Level__Finance,16341739.875196174,"{'Binance': 9407751.489133647, 'pool2': 203087.24046848205, 'Arbitrum': 6933988.386062528, 'Binance-pool2': 203087.24046848205}",Derivatives
RenVM,https://renproject.io/,"An open protocol providing access to inter-blockchain liquidity for all decentralized applications. Bring BTC, BCH and ZEC to your Ethereum app.","['Ethereum', 'Solana', 'Binance', 'Avalanche', 'Fantom', 'Polygon', 'Arbitrum', 'Optimism', 'Kava']",renprotocol,16216495.840802826,"{'Optimism': 1083.7015155, 'Kava': 0, 'Binance': 320123.6712100278, 'Ethereum': 14359988.366260748, 'Avalanche': 282909.45929123485, 'Polygon': 167873.43225896315, 'Solana': 758280.3420748992, 'Arbitrum': 125460.3471786, 'Fantom': 200776.5210128536}",Bridge
Lyra,https://www.lyra.finance,The first complete decentralized options protocol built on Ethereum,"['Arbitrum', 'Optimism', 'Ethereum']",lyrafinance,15976747.331837399,"{'Optimism': 7883400.001470159, 'Ethereum': 133643.834435, 'Ethereum-staking': 12491301.304773523, 'Arbitrum': 7959703.49593224, 'staking': 12491301.304773523}",Options
rhino.fi,https://app.rhino.fi,"rhino.fi is the multichain DeFi aggregator that helps you effortlessly explore the best opportunities at the click of a button. Trade. Swap. Invest. Earn. Bridge. All from your Layer 2 wallet. We want to truly aggregate the best of DeFi - with users at the heart of it. We’re the first layer 2 project to maximise the benefits of a rollup for user experience. We're powering up our rollup, aggregating all major layer 2 and alt chains, tokens and investment opportunities in one place. Bringing you cross-chain swapping, yield and bridging right now.","['Ethereum', 'Arbitrum', 'Polygon']",rhinofi,15588911.5210783,"{'Ethereum': 14793665.205482965, 'Polygon': 361020.6774734148, 'Arbitrum': 434225.6381219192}",Dexes
Connext,https://connext.network/,"Fast, non-custodial L1-L2 and cross-L2 communication.
","['Ethereum', 'xDai', 'Arbitrum', 'Polygon', 'Optimism', 'Binance', 'Cronos', 'Evmos', 'Moonriver', 'Milkomeda', 'Harmony', 'Moonbeam', 'Boba', 'Avalanche', 'Fuse', 'Fantom']",ConnextNetwork,15450484.086294029,"{'Optimism': 171145.72793357784, 'Cronos': 0, 'Evmos': 0, 'Moonriver': 0, 'Milkomeda': 0, 'Harmony': 0, 'Moonbeam': 0, 'Binance': 104768.34257916655, 'Boba': 0, 'Ethereum': 11781853.599173004, 'xDai': 2898115.528849968, 'Avalanche': 0, 'Polygon': 223027.90809350475, 'Arbitrum': 271572.97966480756, 'Fuse': 0, 'Fantom': 0}",Cross Chain
NFTX,https://nftx.org,NFTX is a platform for making ERC20 tokens that are backed by NFT collectibles.,"['Ethereum', 'Arbitrum']",NFTX_,14842140.645689579,"{'Ethereum': 14842140.645689579, 'Arbitrum': 0}",NFT Marketplace
KyberSwap Classic,https://kyberswap.com/#/swap,KyberSwap is both a decentralized exchange (DEX) aggregator and a liquidity source with capital-efficient liquidity pools that earns fees for liquidity providers,"['Bittorrent', 'Polygon', 'Ethereum', 'Avalanche', 'zkSync Era', 'Binance', 'Optimism', 'Cronos', 'Arbitrum', 'Fantom', 'Linea', 'Velas', 'Oasis', 'Aurora']",KyberNetwork,13443433.32123394,"{'Optimism': 4987.9434141903, 'Cronos': 119.68117988945133, 'Velas': 3.8290082845879687, 'Bittorrent': 8723323.590589905, 'Binance': 132035.00310471485, 'Ethereum': 1624887.5086397787, 'zkSync Era': 211046.5582134248, 'Aurora': 1.0299160482222926e-06, 'Oasis': 3.359498454622008, 'Linea': 13.560695264512814, 'Avalanche': 241868.92766839545, 'Polygon': 2505068.9718719134, 'Arbitrum': 47.8793393443198, 'Fantom': 26.50800934729427}",Dexes
